ngành,cá_nhân_khớp_ròng,tổ_chức_trong_nước_khớp_ròng,tự_doanh_khớp_ròng,nước_ngoài_khớp_ròng,cá_nhân_thỏa_thuận_ròng,tổ_chức_trong_nước_thỏa_thuận_ròng,tự_doanh_thỏa_thuận_ròng,nước_ngoài_thỏa_thuận_ròng,cá_nhân_tổng_gt_ròng,tổ_chức_trong_nước_tổng_gt_ròng,tự_doanh_tổng_gt_ròng,nước_ngoài_tổng_gt_ròng,ngày
Xây dựng và Vật liệu L2,140146853792.0,-105176882000.0,0.0,-34969971790.0,0.0,1990000000.0,-1990000000.0,0.0,140146853791.0,-103186882000.0,-1990000000.0,-34969971790.0,2023-05-11
Thực phẩm và đồ uống L2,30330801100.0,2008317000.0,-3352659000.0,-28986459100.0,0.0,0.0,0.0,0.0,30330801100.0,2008317000.0,-3352659000.0,-28986459100.0,2023-05-11
"Điện, nước & xăng dầu khí đốt L2",30091982999.0,-20749490000.0,-112330000.0,-9230163000.0,0.0,500.0,-3717623000.0,3717622500.0,30091982999.0,-20749489500.0,-3829953000.0,-5512540500.0,2023-05-11
Hàng & Dịch vụ Công nghiệp L2,23180076572.0,-7990673000.0,-1962050000.0,-13227353570.0,0.0,0.0,0.0,0.0,23180076572.0,-7990673000.0,-1962050000.0,-13227353570.0,2023-05-11
Bảo hiểm L2,16790648850.0,-2874480000.0,161475000.0,-14077643850.0,0.0,0.0,0.0,0.0,16790648850.0,-2874480000.0,161475000.0,-14077643850.0,2023-05-11
Hóa chất L2,14234522201.0,781718000.0,-455905000.0,-14560335200.0,0.0,0.0,0.0,0.0,14234522201.0,781718000.0,-455905000.0,-14560335200.0,2023-05-11
Công nghệ Thông tin L2,10862334360.0,-1147135000.0,-10247640000.0,532440640.0,704520000.0,-704520000.0,0.0,0.0,11566854360.0,-1851655000.0,-10247640000.0,532440640.0,2023-05-11
Du lịch và Giải trí L2,2522176551.0,588537000.0,-1800590000.0,-1310123550.0,0.0,0.0,0.0,0.0,2522176551.0,588537000.0,-1800590000.0,-1310123550.0,2023-05-11
Bán lẻ L2,1505159501.0,-10049772900.0,9223305000.0,-678691600.0,0.0,0.0,-11331957000.0,11331957000.0,1505159501.0,-10049772900.0,-2108652000.0,10653265400.0,2023-05-11
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-05-11
Truyền thông L2,-42385000.0,-2270000.0,0.0,44655000.0,0.0,0.0,0.0,0.0,-42385000.0,-2270000.0,0.0,44655000.0,2023-05-11
Hàng cá nhân & Gia dụng L2,-187206950.0,-4452157750.0,-1942820000.0,6582184700.0,0.0,0.0,0.0,0.0,-187206950.0,-4452157750.0,-1942820000.0,6582184700.0,2023-05-11
Ô tô và phụ tùng L2,-2479205800.0,364434000.0,0.0,2114771800.0,0.0,0.0,0.0,0.0,-2479205800.0,364434000.0,0.0,2114771800.0,2023-05-11
Y tế L2,-7055052001.0,3262652000.0,3427300000.0,365100000.0,0.0,400.0,-5538753000.0,5538752600.0,-7055052001.0,3262652400.0,-2111453000.0,5903852600.0,2023-05-11
Bất động sản L2,-16774960518.0,1074532000.0,-14251452000.0,29951880520.0,-2180750000.0,4618597000.0,-2437847000.0,0.0,-18955710518.0,5693129000.0,-16689299000.0,29951880520.0,2023-05-11
Dầu khí L2,-21527917500.0,8030595000.0,-303670000.0,13800992500.0,0.0,0.0,0.0,0.0,-21527917500.0,8030595000.0,-303670000.0,13800992500.0,2023-05-11
Tài nguyên Cơ bản L2,-25184551519.0,20736529000.0,11730815000.0,-7282792480.0,2196500000.0,-1500000.0,-2195000000.0,0.0,-22988051519.0,20735029000.0,9535815000.0,-7282792480.0,2023-05-11
Ngân hàng L2,-34955846652.0,27303113250.0,-36505742000.0,44158475400.0,22100.0,22900.0,-45000.0,0.0,-34955824551.0,27303136150.0,-36505787000.0,44158475400.0,2023-05-11
Dịch vụ tài chính L2,-161450435079.0,-4741260000.0,28201578000.0,137990117080.0,0.0,2479850000.0,5545650000.0,-8025500000.0,-161450435079.0,-2261410000.0,33747228000.0,129964617080.0,2023-05-11
Hàng & Dịch vụ Công nghiệp L2,49389502102.0,-13517116000.0,652308000.0,-36524694100.0,0.0,0.0,0.0,0.0,49389502102.0,-13517116000.0,652308000.0,-36524694100.0,2023-05-12
Thực phẩm và đồ uống L2,48935162371.0,-4854599000.0,-2681355000.0,-41399208370.0,0.0,0.0,0.0,0.0,48935162370.0,-4854599000.0,-2681355000.0,-41399208370.0,2023-05-12
Bảo hiểm L2,10846599351.0,-3722765000.0,1237960000.0,-8361794350.0,0.0,0.0,0.0,0.0,10846599351.0,-3722765000.0,1237960000.0,-8361794350.0,2023-05-12
Hóa chất L2,9155600200.0,10816653000.0,-224254000.0,-19747999200.0,0.0,0.0,0.0,0.0,9155600200.0,10816653000.0,-224254000.0,-19747999200.0,2023-05-12
"Điện, nước & xăng dầu khí đốt L2",8076261047.0,-9719029100.0,232975000.0,1409793050.0,0.0,0.0,0.0,0.0,8076261047.0,-9719029100.0,232975000.0,1409793050.0,2023-05-12
Ô tô và phụ tùng L2,727642150.0,-2705125000.0,-3460000.0,1980942850.0,0.0,0.0,0.0,0.0,727642150.0,-2705125000.0,-3460000.0,1980942850.0,2023-05-12
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-05-12
Truyền thông L2,-191070000.0,9935000.0,-6460000.0,187595000.0,0.0,0.0,0.0,0.0,-191070000.0,9935000.0,-6460000.0,187595000.0,2023-05-12
Bán lẻ L2,-672692750.0,-367716000.0,6046255000.0,-5005846250.0,0.0,0.0,0.0,0.0,-672692750.0,-367716000.0,6046255000.0,-5005846250.0,2023-05-12
Du lịch và Giải trí L2,-2372038401.0,961612000.0,-1481830000.0,2892256400.0,0.0,0.0,0.0,0.0,-2372038400.0,961612000.0,-1481830000.0,2892256400.0,2023-05-12
Y tế L2,-3708058001.0,650646000.0,1377000000.0,1680412000.0,0.0,0.0,0.0,0.0,-3708058000.0,650646000.0,1377000000.0,1680412000.0,2023-05-12
Công nghệ Thông tin L2,-3768557000.0,6142379000.0,-1687090000.0,-686732000.0,0.0,0.0,0.0,0.0,-3768557000.0,6142379000.0,-1687090000.0,-686732000.0,2023-05-12
Hàng cá nhân & Gia dụng L2,-4091961801.0,-2597062700.0,116225000.0,6572799500.0,0.0,0.0,0.0,0.0,-4091961801.0,-2597062700.0,116225000.0,6572799500.0,2023-05-12
Xây dựng và Vật liệu L2,-6007095039.0,12205168000.0,30230000.0,-6228302960.0,0.0,0.0,0.0,0.0,-6007095039.0,12205168000.0,30230000.0,-6228302960.0,2023-05-12
Dầu khí L2,-13597650000.0,3021225000.0,262155000.0,10314270000.0,0.0,0.0,0.0,0.0,-13597650000.0,3021225000.0,262155000.0,10314270000.0,2023-05-12
Tài nguyên Cơ bản L2,-31390592499.0,-6298527000.0,2210360000.0,35478759500.0,-8248000000.0,1560000000.0,0.0,6688000000.0,-39638592499.0,-4738527000.0,2210360000.0,42166759500.0,2023-05-12
Bất động sản L2,-54767430809.0,-37126811000.0,-14987942000.0,106882183810.0,27272500000.0,-20072970000.0,-6040000000.0,-1159530000.0,-27494930808.0,-57199781000.0,-21027942000.0,105722653810.0,2023-05-12
Ngân hàng L2,-57205319650.0,103523445600.0,-14706340000.0,-31611785950.0,102415436900.0,-43015399900.0,-37000.0,-59400000000.0,45210117250.0,60508045700.0,-14706377000.0,-91011785950.0,2023-05-12
Dịch vụ tài chính L2,-72467457331.0,49246081300.0,-14107575000.0,37328951030.0,0.0,-18362800000.0,18362800000.0,0.0,-72467457331.0,30883281300.0,4255225000.0,37328951030.0,2023-05-12
Ngân hàng L2,298147228550.0,-119839647200.0,47994904000.0,-226302485350.0,49035104800.0,-42961733800.0,-126000.0,-6073245000.0,347182333350.0,-162801381000.0,47994778000.0,-232375730350.0,2023-05-15
Tài nguyên Cơ bản L2,75281444570.0,-20915543000.0,-29354921000.0,-25010980570.0,660020800.0,200.0,-21000.0,-660000000.0,75941465371.0,-20915542800.0,-29354942000.0,-25670980570.0,2023-05-15
Dịch vụ tài chính L2,72159180472.0,-14497991350.0,21104658000.0,-78765847120.0,-2239978350.0,-35500279650.0,37740258000.0,0.0,69919202122.0,-49998271000.0,58844916000.0,-78765847120.0,2023-05-15
Thực phẩm và đồ uống L2,71855872699.0,-13368648000.0,-267170000.0,-58220054700.0,0.0,0.0,0.0,0.0,71855872699.0,-13368648000.0,-267170000.0,-58220054700.0,2023-05-15
Hàng & Dịch vụ Công nghiệp L2,34201616051.0,-21336050000.0,-2603765000.0,-10261801050.0,0.0,0.0,0.0,0.0,34201616051.0,-21336050000.0,-2603765000.0,-10261801050.0,2023-05-15
Hóa chất L2,33710141500.0,1944075000.0,-2991620000.0,-32662596500.0,0.0,0.0,0.0,0.0,33710141500.0,1944075000.0,-2991620000.0,-32662596500.0,2023-05-15
Bảo hiểm L2,22651124700.0,-2801020000.0,288395000.0,-20138499700.0,0.0,0.0,0.0,0.0,22651124700.0,-2801020000.0,288395000.0,-20138499700.0,2023-05-15
Hàng cá nhân & Gia dụng L2,22290467303.0,-2026625000.0,1665500000.0,-21929342300.0,0.0,0.0,0.0,0.0,22290467303.0,-2026625000.0,1665500000.0,-21929342300.0,2023-05-15
Xây dựng và Vật liệu L2,21528556909.0,-10039376240.0,6613574000.0,-18102754670.0,0.0,0.0,0.0,0.0,21528556909.0,-10039376240.0,6613574000.0,-18102754670.0,2023-05-15
Bán lẻ L2,14967108850.0,2410156150.0,-3514249000.0,-13863016000.0,36300.0,-300.0,-36000.0,0.0,14967145149.0,2410155850.0,-3514285000.0,-13863016000.0,2023-05-15
Công nghệ Thông tin L2,12488995660.0,-5096219400.0,-7116440000.0,-276336260.0,8960000000.0,-8960000000.0,0.0,0.0,21448995660.0,-14056219400.0,-7116440000.0,-276336260.0,2023-05-15
"Điện, nước & xăng dầu khí đốt L2",11854178151.0,-3273634000.0,1262885000.0,-9843429150.0,0.0,0.0,0.0,0.0,11854178151.0,-3273634000.0,1262885000.0,-9843429150.0,2023-05-15
Du lịch và Giải trí L2,3738325001.0,-2585999000.0,-1135530000.0,-16796000.0,0.0,0.0,0.0,0.0,3738325001.0,-2585999000.0,-1135530000.0,-16796000.0,2023-05-15
Y tế L2,3092670000.0,-548526000.0,1580050000.0,-4124194000.0,0.0,0.0,0.0,0.0,3092670000.0,-548526000.0,1580050000.0,-4124194000.0,2023-05-15
Ô tô và phụ tùng L2,2191449000.0,-683445000.0,0.0,-1508004000.0,0.0,0.0,0.0,0.0,2191449000.0,-683445000.0,0.0,-1508004000.0,2023-05-15
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-05-15
Truyền thông L2,-1359235000.0,71425000.0,0.0,1287810000.0,0.0,0.0,0.0,0.0,-1359235000.0,71425000.0,0.0,1287810000.0,2023-05-15
Dầu khí L2,-30300145000.0,8593475000.0,1697785000.0,20008885000.0,0.0,0.0,0.0,0.0,-30300145000.0,8593475000.0,1697785000.0,20008885000.0,2023-05-15
Bất động sản L2,-61889776757.0,-62661010500.0,-306064000.0,124856851260.0,-20465000000.0,15366858700.0,-48000.0,5098189300.0,-82354776758.0,-47294151800.0,-306112000.0,129955040560.0,2023-05-15
Thực phẩm và đồ uống L2,81435737483.0,-24855158000.0,-181648000.0,-56398931480.0,0.0,0.0,0.0,0.0,81435737483.0,-24855158000.0,-181648000.0,-56398931480.0,2023-05-16
Hóa chất L2,62515611670.0,-18022675000.0,-6734430000.0,-37758506670.0,0.0,0.0,0.0,0.0,62515611670.0,-18022675000.0,-6734430000.0,-37758506670.0,2023-05-16
Bảo hiểm L2,22614107801.0,-3605965000.0,310465000.0,-19318607800.0,0.0,0.0,0.0,0.0,22614107801.0,-3605965000.0,310465000.0,-19318607800.0,2023-05-16
Bán lẻ L2,13371632649.0,6697837650.0,-14227250000.0,-5842220300.0,0.0,0.0,0.0,0.0,13371632649.0,6697837650.0,-14227250000.0,-5842220300.0,2023-05-16
Hàng & Dịch vụ Công nghiệp L2,4085917150.0,-7414409800.0,0.0,3328492650.0,0.0,0.0,0.0,0.0,4085917150.0,-7414409800.0,0.0,3328492650.0,2023-05-16
Ô tô và phụ tùng L2,2737525701.0,-2470226000.0,0.0,-267299700.0,0.0,0.0,0.0,0.0,2737525701.0,-2470226000.0,0.0,-267299700.0,2023-05-16
Hàng cá nhân & Gia dụng L2,2240932901.0,-4159277900.0,2918600000.0,-1000255000.0,0.0,0.0,0.0,0.0,2240932901.0,-4159277900.0,2918600000.0,-1000255000.0,2023-05-16
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-05-16
Truyền thông L2,-311485000.0,-19485000.0,0.0,330970000.0,0.0,0.0,0.0,0.0,-311485000.0,-19485000.0,0.0,330970000.0,2023-05-16
Y tế L2,-750802600.0,106695000.0,826895000.0,-182787400.0,0.0,500.0,-5129810000.0,5129809500.0,-750802600.0,106695500.0,-4302915000.0,4947022100.0,2023-05-16
Công nghệ Thông tin L2,-3181475099.0,1986029000.0,516490000.0,678956100.0,0.0,0.0,0.0,0.0,-3181475099.0,1986029000.0,516490000.0,678956100.0,2023-05-16
Du lịch và Giải trí L2,-6932809999.0,1235126000.0,301870000.0,5395814000.0,0.0,0.0,0.0,0.0,-6932809999.0,1235126000.0,301870000.0,5395814000.0,2023-05-16
Xây dựng và Vật liệu L2,-17196918339.0,14947208000.0,1512770000.0,736940340.0,0.0,0.0,0.0,0.0,-17196918339.0,14947208000.0,1512770000.0,736940340.0,2023-05-16
Ngân hàng L2,-31172502301.0,42279904250.0,18007075000.0,-29114476950.0,-42135398200.0,74513739200.0,-3945042000.0,-28433299000.0,-73307900500.0,116793643450.0,14062033000.0,-57547775950.0,2023-05-16
Dầu khí L2,-32451780000.0,8450815000.0,1480850000.0,22520115000.0,0.0,0.0,0.0,0.0,-32451780000.0,8450815000.0,1480850000.0,22520115000.0,2023-05-16
"Điện, nước & xăng dầu khí đốt L2",-44554917699.0,32913919000.0,2424210000.0,9216788700.0,0.0,0.0,0.0,0.0,-44554917699.0,32913919000.0,2424210000.0,9216788700.0,2023-05-16
Dịch vụ tài chính L2,-49935840579.0,6605742000.0,23190556000.0,20139542581.0,0.0,-11373500000.0,11373500000.0,0.0,-49935840579.0,-4767758000.0,34564056000.0,20139542581.0,2023-05-16
Bất động sản L2,-67805400100.0,38011972000.0,-10625860000.0,40419288100.0,4240500000.0,0.0,0.0,-4240500000.0,-63564900100.0,38011972000.0,-10625860000.0,36178788100.0,2023-05-16
Tài nguyên Cơ bản L2,-72630623449.0,15181306000.0,10446120000.0,47003197450.0,-8356021500.0,10822690000.0,-4504600000.0,2037931500.0,-80986644950.0,26003996000.0,5941520000.0,49041128950.0,2023-05-16
Ngân hàng L2,76574018699.0,6645046250.0,48045995000.0,-131265059949.0,431216924000.0,-401261369800.0,-4911750000.0,-25043804200.0,507790942700.0,-394616323550.0,43134245000.0,-156308864149.0,2023-05-17
Thực phẩm và đồ uống L2,56534287482.0,621337000.0,34198188000.0,-91353812480.0,0.0,0.0,0.0,0.0,56534287482.0,621337000.0,34198188000.0,-91353812480.0,2023-05-17
Du lịch và Giải trí L2,23352968501.0,-45094411000.0,9588560000.0,12152882500.0,0.0,0.0,0.0,0.0,23352968500.0,-45094411000.0,9588560000.0,12152882500.0,2023-05-17
Hóa chất L2,20200745100.0,-3059112000.0,525090000.0,-17666723100.0,0.0,0.0,0.0,0.0,20200745100.0,-3059112000.0,525090000.0,-17666723100.0,2023-05-17
Bán lẻ L2,8478498000.0,1240517000.0,388530000.0,-10107545000.0,0.0,0.0,0.0,0.0,8478498000.0,1240517000.0,388530000.0,-10107545000.0,2023-05-17
Bảo hiểm L2,4653880801.0,462580000.0,1563425000.0,-6679885800.0,0.0,0.0,0.0,0.0,4653880801.0,462580000.0,1563425000.0,-6679885800.0,2023-05-17
Ô tô và phụ tùng L2,1453370000.0,-2123037000.0,0.0,669667000.0,0.0,0.0,0.0,0.0,1453370000.0,-2123037000.0,0.0,669667000.0,2023-05-17
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-05-17
Truyền thông L2,-20335001.0,-3385000.0,0.0,23720000.0,0.0,0.0,0.0,0.0,-20335000.0,-3385000.0,0.0,23720000.0,2023-05-17
Hàng cá nhân & Gia dụng L2,-126734500.0,-437847000.0,1637770000.0,-1073188500.0,0.0,0.0,0.0,0.0,-126734500.0,-437847000.0,1637770000.0,-1073188500.0,2023-05-17
Y tế L2,-2261414601.0,4912000.0,2194780000.0,61722600.0,0.0,0.0,0.0,0.0,-2261414601.0,4912000.0,2194780000.0,61722600.0,2023-05-17
Hàng & Dịch vụ Công nghiệp L2,-5352155600.0,-9820030000.0,-304153000.0,15476338600.0,0.0,0.0,0.0,0.0,-5352155600.0,-9820030000.0,-304153000.0,15476338600.0,2023-05-17
Xây dựng và Vật liệu L2,-7417354120.0,-3893198000.0,9458199000.0,1852353120.0,0.0,0.0,0.0,0.0,-7417354120.0,-3893198000.0,9458199000.0,1852353120.0,2023-05-17
"Điện, nước & xăng dầu khí đốt L2",-17588703100.0,-2005158000.0,10436455000.0,9157406100.0,0.0,-26999999600.0,-3683389000.0,30683388600.0,-17588703100.0,-29005157600.0,6753066000.0,39840794700.0,2023-05-17
Công nghệ Thông tin L2,-19027700001.0,11553823000.0,6841010000.0,632867000.0,-612000000.0,612000000.0,0.0,0.0,-19639700001.0,12165823000.0,6841010000.0,632867000.0,2023-05-17
Dầu khí L2,-27250030500.0,17286900000.0,3682925000.0,6280205500.0,0.0,0.0,0.0,0.0,-27250030500.0,17286900000.0,3682925000.0,6280205500.0,2023-05-17
Dịch vụ tài chính L2,-34728056970.0,1888299000.0,25717691000.0,7122066971.0,0.0,-23170900000.0,23170900000.0,0.0,-34728056970.0,-21282601000.0,48888591000.0,7122066970.0,2023-05-17
Bất động sản L2,-144464865599.0,2468061240.0,45934400000.0,96062404361.0,5011500000.0,2745000000.0,-2745000000.0,-5011500000.0,-139453365599.0,5213061240.0,43189400000.0,91050904361.0,2023-05-17
Tài nguyên Cơ bản L2,-262999676948.0,24412926000.0,27774725000.0,210812025950.0,-15433280000.0,15433280000.0,0.0,0.0,-278432956948.0,39846206000.0,27774725000.0,210812025950.0,2023-05-17
Thực phẩm và đồ uống L2,74255907301.0,9932023000.0,21124660000.0,-105312590300.0,0.0,0.0,0.0,0.0,74255907300.0,9932023000.0,21124660000.0,-105312590300.0,2023-05-18
Du lịch và Giải trí L2,35601548401.0,-36534229000.0,1344435000.0,-411754400.0,0.0,0.0,0.0,0.0,35601548400.0,-36534229000.0,1344435000.0,-411754400.0,2023-05-18
Hóa chất L2,26224880000.0,-106912000.0,-6451205000.0,-19666763000.0,0.0,0.0,0.0,0.0,26224880000.0,-106912000.0,-6451205000.0,-19666763000.0,2023-05-18
Bảo hiểm L2,16621760000.0,-6163063000.0,99120000.0,-10557817000.0,0.0,0.0,0.0,0.0,16621760000.0,-6163063000.0,99120000.0,-10557817000.0,2023-05-18
Hàng cá nhân & Gia dụng L2,9638603000.0,-63810000.0,4047547000.0,-13622340000.0,533000000.0,-533000000.0,0.0,0.0,10171603000.0,-596810000.0,4047547000.0,-13622340000.0,2023-05-18
Bán lẻ L2,8214236999.0,1130728000.0,-9610350000.0,265385000.0,0.0,0.0,0.0,0.0,8214236999.0,1130728000.0,-9610350000.0,265385000.0,2023-05-18
Ô tô và phụ tùng L2,2094338001.0,-2114420000.0,0.0,20082000.0,0.0,0.0,0.0,0.0,2094338001.0,-2114420000.0,0.0,20082000.0,2023-05-18
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-05-18
Truyền thông L2,-222755000.0,-73140000.0,0.0,295895000.0,0.0,0.0,0.0,0.0,-222755000.0,-73140000.0,0.0,295895000.0,2023-05-18
Y tế L2,-1363407000.0,-445000.0,1135770000.0,228082000.0,0.0,0.0,0.0,0.0,-1363407000.0,-445000.0,1135770000.0,228082000.0,2023-05-18
Dầu khí L2,-2340777800.0,2118605000.0,-4746960000.0,4969132800.0,0.0,0.0,0.0,0.0,-2340777800.0,2118605000.0,-4746960000.0,4969132800.0,2023-05-18
Xây dựng và Vật liệu L2,-6160653751.0,-6091581000.0,8808586000.0,3443648750.0,-26465870000.0,-855000000.0,27320870000.0,0.0,-32626523751.0,-6946581000.0,36129456000.0,3443648750.0,2023-05-18
Ngân hàng L2,-9831021050.0,160886425850.0,14841575000.0,-165896979800.0,248884200000.0,-232527799400.0,0.0,-16356400600.0,239053178950.0,-71641373550.0,14841575000.0,-182253380400.0,2023-05-18
Hàng & Dịch vụ Công nghiệp L2,-24676719949.0,-5317020000.0,-844790000.0,30838529950.0,177279500000.0,-177807500000.0,0.0,528000000.0,152602780051.0,-183124520000.0,-844790000.0,31366529950.0,2023-05-18
Công nghệ Thông tin L2,-37043783079.0,16637260400.0,20180740000.0,225782680.0,0.0,0.0,0.0,0.0,-37043783079.0,16637260400.0,20180740000.0,225782680.0,2023-05-18
"Điện, nước & xăng dầu khí đốt L2",-37383315848.0,-13002871000.0,3268160000.0,47118026850.0,0.0,0.0,0.0,0.0,-37383315848.0,-13002871000.0,3268160000.0,47118026850.0,2023-05-18
Dịch vụ tài chính L2,-121217057150.0,18571238000.0,38035966000.0,64609853150.0,0.0,-31087900000.0,31087900000.0,0.0,-121217057150.0,-12516662000.0,69123866000.0,64609853150.0,2023-05-18
Bất động sản L2,-135324015343.0,14497809000.0,3131412000.0,117694794341.0,-58600000000.0,58600000000.0,0.0,0.0,-193924015343.0,73097809000.0,3131412000.0,117694794341.0,2023-05-18
Tài nguyên Cơ bản L2,-205131675941.0,28795588000.0,11413255000.0,164922832940.0,-3411000000.0,2745000000.0,0.0,666000000.0,-208542675941.0,31540588000.0,11413255000.0,165588832940.0,2023-05-18
Ngân hàng L2,246868048250.0,-81984528250.0,-42416310000.0,-122467210000.0,-149763972500.0,171207350500.0,1929972000.0,-23373350000.0,97104075750.0,89222822250.0,-40486338000.0,-145840560000.0,2023-05-19
Thực phẩm và đồ uống L2,108205630800.0,-27252280000.0,-8809130000.0,-72144220800.0,0.0,0.0,0.0,0.0,108205630800.0,-27252280000.0,-8809130000.0,-72144220800.0,2023-05-19
Hóa chất L2,69597824901.0,-17633431000.0,-1715850000.0,-50248543900.0,0.0,0.0,0.0,0.0,69597824901.0,-17633431000.0,-1715850000.0,-50248543900.0,2023-05-19
Tài nguyên Cơ bản L2,46033122159.0,-4651827000.0,4445295000.0,-45826590160.0,16622000000.0,-16622000000.0,0.0,0.0,62655122159.0,-21273827000.0,4445295000.0,-45826590160.0,2023-05-19
Công nghệ Thông tin L2,27264760000.0,-16776714000.0,-11091320000.0,603274000.0,0.0,0.0,0.0,0.0,27264760000.0,-16776714000.0,-11091320000.0,603274000.0,2023-05-19
"Điện, nước & xăng dầu khí đốt L2",21178197249.0,-28362045000.0,-2490360000.0,9674207750.0,0.0,-1949753000.0,1949753000.0,0.0,21178197250.0,-30311798000.0,-540607000.0,9674207750.0,2023-05-19
Bán lẻ L2,20673896450.0,-13333077000.0,-9681945000.0,2341125550.0,0.0,0.0,0.0,0.0,20673896450.0,-13333077000.0,-9681945000.0,2341125550.0,2023-05-19
Xây dựng và Vật liệu L2,19136619049.0,-13894191000.0,2299575000.0,-7542003050.0,0.0,0.0,0.0,0.0,19136619049.0,-13894191000.0,2299575000.0,-7542003050.0,2023-05-19
Dịch vụ tài chính L2,11893010950.0,9995338000.0,7378129000.0,-29266477950.0,0.0,-76817600000.0,86517200000.0,-9699600000.0,11893010950.0,-66822262000.0,93895329000.0,-38966077950.0,2023-05-19
Bảo hiểm L2,8568755251.0,-2469915000.0,-1661045000.0,-4437795250.0,0.0,0.0,0.0,0.0,8568755251.0,-2469915000.0,-1661045000.0,-4437795250.0,2023-05-19
Hàng & Dịch vụ Công nghiệp L2,6209364700.0,-1502257000.0,-2691670000.0,-2015437700.0,126324000000.0,-1411230316720.0,0.0,1284906316720.0,132533364700.0,-1412732573720.0,-2691670000.0,1282890879020.0,2023-05-19
Du lịch và Giải trí L2,1152576200.0,2506376000.0,-2926880000.0,-732072200.0,0.0,0.0,0.0,0.0,1152576200.0,2506376000.0,-2926880000.0,-732072200.0,2023-05-19
Truyền thông L2,1130000.0,-1130000.0,0.0,0.0,0.0,0.0,0.0,0.0,1130000.0,-1130000.0,0.0,0.0,2023-05-19
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-05-19
Hàng cá nhân & Gia dụng L2,-222922000.0,-4100194000.0,1329295000.0,2993821000.0,0.0,0.0,0.0,0.0,-222922000.0,-4100194000.0,1329295000.0,2993821000.0,2023-05-19
Ô tô và phụ tùng L2,-1094199220.0,-1149501000.0,0.0,2243700220.0,0.0,0.0,0.0,0.0,-1094199220.0,-1149501000.0,0.0,2243700220.0,2023-05-19
Y tế L2,-3037082000.0,4370000.0,0.0,3032712000.0,0.0,200.0,-3416339000.0,3416338800.0,-3037082000.0,4370200.0,-3416339000.0,6449050800.0,2023-05-19
Dầu khí L2,-12970225200.0,10644915000.0,-3383665000.0,5708975200.0,0.0,0.0,0.0,0.0,-12970225200.0,10644915000.0,-3383665000.0,5708975200.0,2023-05-19
Bất động sản L2,-30227671398.0,-813954300.0,-8648205000.0,39689830700.0,4246000000.0,3345360000.0,0.0,-7591360000.0,-25981671398.0,2531405700.0,-8648205000.0,32098470700.0,2023-05-19
Ngân hàng L2,310778136100.0,-136230845000.0,-78635280000.0,-95912011100.0,-51806073800.0,51806168800.0,-95000.0,0.0,258972062299.0,-84424676200.0,-78635375000.0,-95912011100.0,2023-05-22
Thực phẩm và đồ uống L2,137430263001.0,-4421143000.0,-16545440000.0,-116463680000.0,0.0,0.0,0.0,0.0,137430263000.0,-4421143000.0,-16545440000.0,-116463680000.0,2023-05-22
Tài nguyên Cơ bản L2,135666954900.0,-33553080000.0,-12144665000.0,-89969209900.0,2076420300.0,-2076400300.0,-20000.0,0.0,137743375200.0,-35629480300.0,-12144685000.0,-89969209900.0,2023-05-22
Hóa chất L2,100632074550.0,-43594170000.0,-1386880000.0,-55651024550.0,0.0,0.0,0.0,0.0,100632074550.0,-43594170000.0,-1386880000.0,-55651024550.0,2023-05-22
Dịch vụ tài chính L2,59154103800.0,19029228000.0,56921471000.0,-135104802800.0,0.0,-47702300000.0,54257500000.0,-6555200000.0,59154103800.0,-28673072000.0,111178971000.0,-141660002800.0,2023-05-22
Bán lẻ L2,55105501500.0,-5468906000.0,-52056920000.0,2420324500.0,100740000000.0,-100740000000.0,0.0,0.0,155845501500.0,-106208906000.0,-52056920000.0,2420324500.0,2023-05-22
Bảo hiểm L2,24804820500.0,-1797915000.0,-382240000.0,-22624665500.0,0.0,0.0,0.0,0.0,24804820500.0,-1797915000.0,-382240000.0,-22624665500.0,2023-05-22
Bất động sản L2,21650584501.0,-17487329000.0,-29239395000.0,25076139500.0,0.0,0.0,0.0,0.0,21650584501.0,-17487329000.0,-29239395000.0,25076139500.0,2023-05-22
Hàng cá nhân & Gia dụng L2,14060679200.0,-3434642000.0,-855585000.0,-9770452200.0,0.0,0.0,0.0,0.0,14060679200.0,-3434642000.0,-855585000.0,-9770452200.0,2023-05-22
Công nghệ Thông tin L2,12303280000.0,-3094960000.0,-9523210000.0,314890000.0,0.0,0.0,0.0,0.0,12303280000.0,-3094960000.0,-9523210000.0,314890000.0,2023-05-22
